Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148
0.006108,-0.00071,0.002157,0.000247,-0.0008,0.001499,-0.00476,0.000824,-0.00078,3.85e-06,1.66e-06,-7.43e-05,-0.00017,-0.00037,0.18796,0.034,0.042955,0.037578,0.047357,0.032685,0.049913,0.034475,0.009818,0.009075,0.009782,0.007346,0.006123,0.008143,30.77356,-48.069,19.91582,151.9127,-59.0609,21.80097,-10.4865,41.86251,-12.6429,2358.978,5877.819,-98.8022,-37.0642,-21.859,0.187868,0.033983,0.042934,0.037559,0.047333,0.032669,0.049889,0.034458,0.009813,0.009071,0.009777,0.007342,0.00612,0.008139,0.058519,0.04905,0.028365,0.011528,0.007104,0.003256,0.002405,0.013269,0.011347,0.00573,0.003354,0.001523,0.000631,0.000411,0.873175,1.269665,0.833621,0.628054,0.539586,0.42268,0.171819,0.967969,1.22711,0.883072,0.580406,0.562996,0.432626,0.180317,2.026904,1.368131,0.760134,0.572477,0.506053,0.318732,0.155279,0.856134,1.281205,0.860405,0.534112,0.466499,0.412718,0.179618,1.37602,1.985177,4.129171,2.549867,5.957135,3.67868,6.927558,9.994353,0.635763,0.013088,0.105254,0.068709,0.085751,-0.07494,0.340723,0.060004,0.050346,0.028938,0.012006,0.007266,0.003317,0.002439,17.45312,1.179645,1.883054,1.441092,2.289305,1.086674,2.583692,0.520288,0.098278,0.084047,0.09762,0.055076,0.038318,0.067241,0.2,4.45,1.65,0.733333,0.383333,0.25,0.116667,0.3,2.9,1.55,0.883333,0.533333,0.266667,0.133333
0.003539,-0.00149,0.005021,-0.01228,-0.00206,-0.05623,-0.10448,0.000875,-0.00176,-0.00277,-0.02016,0.083554,0.092472,-0.19398,1.973793,0.150857,0.168224,0.237863,0.661884,0.894104,1.143752,3.132257,0.198763,0.210987,0.386952,1.591609,1.890164,1.37677,557.7627,-101.249,33.50303,-19.3717,-321.636,-15.9018,-10.9475,3580.739,-112.867,-76.114,-19.1946,19.04885,20.4403,-7.09748,1.972811,0.150782,0.16814,0.237745,0.661555,0.89366,1.143184,3.1307,0.198664,0.210883,0.38676,1.590818,1.889224,1.376085,0.289568,0.225951,0.115874,0.069267,0.072655,0.062054,0.038341,0.397918,0.279303,0.15474,0.111013,0.170095,0.110549,0.043008,0.448463,1.183773,0.878687,0.558597,0.436256,0.281552,0.108083,0.244672,0.875322,0.716908,0.525356,0.355058,0.221438,0.10177,1.700984,1.07209,0.791729,0.516086,0.331217,0.224009,0.097018,0.410067,0.513577,0.53859,0.362603,0.148715,0.144401,0.104013,4.745536,6.846362,5.748735,5.182576,8.293672,7.476877,6.913737,9.974415,-0.50943,-0.13509,-0.01777,-0.00954,-0.5034,-0.37308,-0.22783,0.492126,0.359255,0.193317,0.130851,0.184962,0.126775,0.057616,4056.522,22.92711,28.47596,56.91482,441.0709,815.3022,1368.243,8597.064,39.8731,44.84589,150.6788,2555.129,3644.249,1915.098,0.116667,4.483333,1.633333,0.666667,0.266667,0.166667,0.083333,0.15,4.033333,1.6,0.633333,0.25,0.133333,0.066667
0.004764,-3.78e-05,-0.00135,0.00471,-0.00545,0.003408,0.033717,0.009573,-0.00068,0.000289,-0.00424,-0.00397,-0.02959,-0.00645,0.530608,0.02775,0.038375,0.057493,0.080168,0.069483,0.244067,0.57349,0.032868,0.03174,0.088251,0.177249,0.307193,0.227551,111.3777,-734.238,-28.4042,12.20702,-14.7142,20.38732,7.238754,59.9068,-48.2199,109.7914,-20.8171,-44.6817,-10.3802,-35.2742,0.530012,0.027718,0.038332,0.057429,0.080078,0.069405,0.243793,0.572845,0.032831,0.031704,0.088152,0.17705,0.306848,0.227295,0.055284,0.040618,0.023331,0.016455,0.011857,0.006499,0.009221,0.063875,0.046736,0.021414,0.021804,0.016884,0.015727,0.006149,0.28314,0.976886,0.614287,0.522966,0.5182,0.367078,0.117755,0.272662,0.944227,0.767867,0.505107,0.399438,0.188994,0.075646,1.362578,1.015728,0.580344,0.530193,0.43297,0.347329,0.106325,1.883275,0.943859,0.742597,0.436698,0.353386,0.180325,0.066938,3.91725,5.651397,4.69354,4.597866,6.771347,6.633319,6.098074,8.797662,-0.28763,-0.17603,-0.32555,-0.12268,0.398855,0.211924,0.62469,0.084476,0.061919,0.031668,0.027316,0.020632,0.017017,0.011083,41.93567,0.33999,0.656223,1.46612,2.915221,2.155481,29.05547,97.6957,0.482023,0.447596,3.459289,14.08844,42.54457,20.06824,0.066667,1.916667,0.55,0.3,0.15,0.1,0.033333,0.066667,1.7,0.7,0.25,0.1,0.05,0.033333
0.009214,0.000366,0.001366,4.11e-05,0.003467,-0.00527,0.00779,0.000305,0.000435,-0.00037,-0.00138,-0.00072,-0.01598,-0.00844,0.385242,0.060131,0.05498,0.08181,0.111471,0.133842,0.127015,0.70744,0.039215,0.038557,0.061275,0.230183,0.168649,0.177025,41.80865,164.0964,40.24684,1989.738,32.15405,-25.4151,16.30542,2319.545,90.201,-102.94,-44.2851,-319.082,-10.5532,-20.9639,0.385064,0.060103,0.054954,0.081772,0.11142,0.13378,0.126957,0.707113,0.039197,0.038539,0.061246,0.230077,0.168571,0.176943,0.106021,0.088217,0.043329,0.024426,0.014452,0.010215,0.004921,0.078355,0.061039,0.029744,0.020189,0.023978,0.011124,0.006426,0.81346,1.231447,0.991271,0.576429,0.438983,0.289981,0.128048,0.327845,1.237245,1.004002,0.58658,0.345595,0.263133,0.118442,2.034882,1.260176,0.94488,0.549771,0.390693,0.247798,0.122558,1.717806,1.136525,0.91633,0.577089,0.217576,0.257932,0.116948,3.593196,5.183886,4.674717,5.210108,6.744191,7.516597,6.986566,10.07948,-0.13661,-0.12096,-0.05937,-0.00482,-0.47687,-0.02443,0.138811,0.131833,0.107275,0.052556,0.031689,0.027997,0.015103,0.008094,157.6405,3.915171,3.27185,7.242492,13.49664,19.70633,17.90903,265.1901,1.666333,1.606884,4.066424,57.36805,30.95535,33.86752,0.133333,4.75,2.15,0.766667,0.333333,0.183333,0.083333,0.133333,5.15,2.066667,0.866667,0.283333,0.166667,0.1
0.005147,-0.00025,-0.00036,0.00099,0.001209,0.004354,0.000599,0.006722,-0.00189,-0.00011,-0.00229,-0.00431,-0.00317,-0.01,0.933857,0.028607,0.032091,0.029585,0.058811,0.084225,0.07304,0.788318,0.044438,0.053416,0.095835,0.134027,0.190829,0.139701,181.4453,-114.336,-89.9828,29.87832,48.62951,19.34554,121.9329,117.2724,-23.5037,-469.453,-41.8883,-31.1136,-60.2687,-13.9652,0.9334,0.028593,0.032075,0.02957,0.058782,0.084184,0.073005,0.787933,0.044417,0.053389,0.095788,0.133962,0.190736,0.139633,0.049608,0.040674,0.022831,0.009665,0.008479,0.005398,0.002945,0.075928,0.060858,0.031134,0.024472,0.015828,0.011275,0.004106,0.112839,1.25972,0.888184,0.623285,0.548845,0.259717,0.139469,0.187223,0.892472,0.616573,0.355755,0.307942,0.200391,0.087166,1.606996,1.165309,0.729297,0.582805,0.490911,0.235294,0.127533,1.107983,0.526449,0.373141,0.147591,0.116346,0.093845,0.067389,3.430709,4.949467,4.989156,4.328445,7.197831,6.244626,6.929517,9.997179,0.922806,0.268055,0.237709,0.280283,0.24107,0.443706,0.449374,0.090697,0.073199,0.038608,0.026311,0.017956,0.0125,0.005053,158.2443,0.83667,1.05228,0.895176,3.539288,7.410999,5.542445,299.227,2.01041,2.915186,9.397149,18.61851,37.5797,20.82291,0.05,4.25,1.85,0.833333,0.366667,0.15,0.1,0.083333,3.85,1.333333,0.583333,0.233333,0.15,0.05
0.008721,0.00027,-0.00112,-0.00491,-0.01699,-0.0809,0.019446,0.005908,0.00604,-0.01461,0.044403,-0.01411,-0.04626,0.184463,0.677571,0.087917,0.099855,0.200168,0.198499,0.458382,0.157181,1.350215,0.133546,0.228964,0.500367,0.367605,1.155665,0.597187,77.69216,325.0784,-89.5124,-40.773,-11.6822,-5.66573,8.08285,228.5429,22.10956,-15.6725,11.26865,-26.0472,-24.9801,3.237435,0.676704,0.087805,0.099727,0.199912,0.198245,0.457796,0.15698,1.348487,0.133375,0.228671,0.499727,0.367135,1.154187,0.596423,0.177198,0.137666,0.074098,0.061404,0.03249,0.031686,0.008072,0.324383,0.223617,0.168126,0.15103,0.057187,0.070006,0.017515,0.688309,1.056224,0.791254,0.494545,0.549102,0.251595,0.173061,0.40829,0.876559,0.419587,0.485924,0.536369,0.206679,0.078796,2.0648,1.356753,0.837273,0.412689,0.525443,0.210947,0.160143,2.512306,0.815312,0.356449,0.496012,0.452438,0.155756,0.071501,4.466397,6.443649,4.772742,4.982494,6.885611,7.188219,5.968708,8.611025,0.824545,0.408343,0.280745,0.377773,0.226763,0.847386,-0.1323,0.369626,0.262596,0.18373,0.163036,0.065772,0.076843,0.019285,182.431,3.022453,3.897522,15.52125,15.56494,86.6019,10.33731,735.6538,6.858779,20.37761,92.82391,54.09922,561.7399,156.0375,0.1,1.916667,0.733333,0.283333,0.15,0.05,0.033333,0.1,2.45,0.633333,0.266667,0.133333,0.05,0.016667
0.005769,-0.00027,-0.00035,0.001217,-0.0009,-0.00733,0.003927,0.007081,-0.00096,-5.76e-05,-0.00262,0.001819,-0.00353,0.007551,0.232306,0.017397,0.02399,0.047038,0.050542,0.111502,0.04938,0.434211,0.0271,0.03052,0.068899,0.132851,0.127787,0.150303,40.26642,-63.4774,-67.6019,38.65758,-56.4109,-15.2213,12.5756,61.32175,-28.0888,-529.449,-26.3419,73.04108,-36.1574,19.90552,0.232192,0.017389,0.023979,0.047014,0.050517,0.111447,0.049356,0.433997,0.027086,0.030505,0.068865,0.132785,0.127724,0.150229,0.038259,0.028249,0.015646,0.014187,0.008557,0.006891,0.001831,0.058204,0.042421,0.021652,0.020495,0.019284,0.008773,0.005896,0.544182,1.225641,1.000267,0.607481,0.484988,0.240584,0.117767,0.412437,1.161529,0.974143,0.625855,0.544378,0.236092,0.135652,1.985794,1.233231,0.966023,0.568315,0.450258,0.231204,0.114629,2.239875,1.119119,0.876689,0.582273,0.464692,0.179305,0.133119,3.085012,4.450732,4.326976,4.936271,6.242506,7.121534,6.921658,9.985842,0.517711,0.271635,0.256766,0.389879,0.382052,0.011237,0.104627,0.069653,0.050966,0.026714,0.024926,0.021098,0.011156,0.006174,36.58392,0.307423,0.583935,2.240075,2.592301,12.97396,2.515937,74.5317,0.746403,0.943709,4.821326,17.92673,16.801,23.42882,0.15,5.366667,1.433333,0.733333,0.433333,0.133333,0.083333,0.216667,5.05,1.633333,0.716667,0.35,0.166667,0.1
3.04e-05,0.001044,-0.00076,0.004684,-0.01019,0.004612,-0.00298,0.003269,-0.00055,-0.00334,0.002494,-0.01336,0.02286,-0.06522,0.572429,0.038386,0.042821,0.104336,0.146302,0.195521,0.121209,1.031755,0.050665,0.067313,0.156816,0.389448,0.440115,0.404732,18851.99,36.77796,-56.2388,22.27509,-14.3582,42.39219,-40.6328,315.5957,-91.9318,-20.1655,62.86937,-29.1519,19.25302,-6.20573,0.572139,0.038367,0.0428,0.104283,0.146228,0.195422,0.121147,1.031233,0.050639,0.067279,0.156737,0.389251,0.439893,0.404527,0.075559,0.057425,0.031963,0.027616,0.018099,0.012979,0.005155,0.114045,0.083305,0.043094,0.037859,0.03711,0.022211,0.00811,0.376657,1.120066,0.938982,0.577867,0.492742,0.268542,0.139427,0.308329,1.183848,0.943566,0.573804,0.378805,0.185019,0.055944,2.104787,1.001164,0.84371,0.531881,0.44519,0.230888,0.126158,2.069927,1.105612,0.842806,0.461555,0.254283,0.177878,0.051457,4.24335,6.12186,5.017209,5.404196,7.238303,7.796607,6.895683,9.948367,0.734962,0.230545,0.013624,0.185189,0.267223,0.324289,-0.04586,0.136804,0.10118,0.053653,0.046861,0.041288,0.025725,0.00961,212.2933,1.45541,1.811021,10.7663,21.37965,38.24285,14.7292,610.6762,2.543323,4.485778,24.32274,150.5908,193.8015,177.3199,0.1,4.633333,1.8,0.6,0.283333,0.15,0.1,0.133333,5.466667,1.4,0.533333,0.216667,0.133333,0.05
0.0068,0.000145,0.002181,0.000979,-0.0038,0.003298,0.003436,0.004845,-0.00094,-0.00069,-0.00036,-0.01174,-0.01713,0.021125,0.492438,0.032069,0.053006,0.065524,0.157235,0.216451,0.267209,1.300247,0.041597,0.042664,0.11571,0.254068,0.785368,0.379964,72.41729,221.0695,24.30681,66.94171,-41.4087,65.62158,77.76093,268.3436,-44.4819,-61.7946,-325.371,-21.647,-45.847,17.98627,0.492214,0.032054,0.052981,0.065494,0.157164,0.216352,0.267088,1.299656,0.041578,0.042644,0.115657,0.253952,0.785011,0.379791,0.068992,0.051105,0.028973,0.019849,0.019859,0.014607,0.00843,0.095222,0.069096,0.030862,0.029342,0.02593,0.029154,0.013444,0.433126,1.158747,0.772933,0.635586,0.459338,0.2712,0.099593,0.177401,1.238649,0.931784,0.544446,0.421008,0.123983,0.107685,2.229526,1.087965,0.650563,0.589937,0.337655,0.252342,0.090571,2.222691,1.198734,0.81108,0.454883,0.369207,0.120683,0.080764,4.179691,6.030019,4.950198,5.51908,7.141626,7.96235,7.003065,10.10329,0.269443,0.068905,0.00512,-0.04323,0.239445,-0.30535,0.323063,0.117589,0.085942,0.042331,0.035425,0.032661,0.032608,0.015868,272.7948,1.133632,3.079052,4.714213,27.47323,52.72678,81.58154,1546.182,1.91114,2.002426,14.73607,71.56115,713.3696,161.7583,0.116667,5.566667,1.616667,0.783333,0.316667,0.166667,0.083333,0.083333,6.433333,1.85,0.666667,0.25,0.083333,0.083333
0.009696,0.000567,0.001502,0.003385,0.006958,-0.00988,-0.00265,0.001344,-0.00197,-0.00111,-0.0018,0.027764,-0.0129,0.00536,0.265305,0.0524,0.059038,0.066402,0.087327,0.163488,0.118858,0.850318,0.059465,0.061496,0.193599,0.335927,0.451532,0.101369,27.36197,92.44497,39.30246,19.6181,12.54982,-16.5527,-44.8756,632.4972,-30.1371,-55.2091,-107.512,12.0994,-34.9931,18.91071,0.265183,0.052376,0.059011,0.066371,0.087287,0.163413,0.118803,0.849927,0.059438,0.061468,0.19351,0.335772,0.451324,0.101323,0.096202,0.078218,0.043047,0.0227,0.014275,0.013024,0.005521,0.133497,0.098546,0.048968,0.05329,0.042318,0.029407,0.004434,0.912514,1.215267,0.94471,0.622741,0.54404,0.332808,0.166995,0.460599,1.181823,1.058689,0.550677,0.446632,0.260623,0.146387,1.922092,1.197024,0.922614,0.599607,0.451535,0.299921,0.153562,1.906389,1.1357,1.044567,0.453545,0.345256,0.207807,0.138494,3.558956,5.134488,4.502865,5.387329,6.49626,7.772272,6.990257,10.08481,-0.09142,-0.3742,-0.25199,-0.14752,-0.32349,-0.38009,-0.02751,0.164549,0.125815,0.065199,0.057924,0.044661,0.032162,0.007081,72.62992,2.983582,3.782244,4.79366,8.333064,29.54192,15.72679,389.1664,3.84866,4.10393,40.66379,122.9575,221.4779,11.33876,0.25,4.85,1.983333,0.883333,0.4,0.183333,0.116667,0.25,6.15,2.116667,0.716667,0.333333,0.183333,0.116667
0.002932,-0.00074,0.000173,0.002265,0.002156,0.011572,-0.03038,0.001003,4.34e-05,0.000755,0.000714,-0.01005,0.012608,-0.01019,0.258849,0.027277,0.030348,0.043926,0.153274,0.061055,0.099615,0.372165,0.030561,0.032386,0.039989,0.165149,0.119154,0.06238,88.27407,-36.7882,175.3007,19.39283,71.10048,5.276181,-3.2786,371.2349,704.7806,42.88535,55.98767,-16.4326,9.450872,-6.12245,0.258524,0.027242,0.03031,0.043871,0.153082,0.060978,0.09949,0.371699,0.030523,0.032345,0.039939,0.164942,0.119004,0.062302,0.059706,0.043347,0.024787,0.01437,0.022114,0.003779,0.003319,0.064848,0.04744,0.025564,0.01725,0.025221,0.007558,0.003105,0.58809,1.018866,0.772797,0.567635,0.4354,0.232971,0.093597,0.474592,1.008375,0.802433,0.574158,0.414531,0.227341,0.164849,1.82402,1.222077,0.90907,0.566802,0.334506,0.218552,0.077041,1.982815,1.239137,0.737917,0.655767,0.361994,0.228087,0.152198,3.314473,4.781774,4.169007,4.377395,6.014606,6.315246,5.988961,8.640245,0.772458,0.520826,0.338688,0.426612,0.690111,0.431487,0.576361,0.088148,0.064261,0.035608,0.022451,0.033543,0.00845,0.004545,27.03123,0.297767,0.366226,0.780896,9.558706,1.481604,4.460323,37.68105,0.373634,0.416117,0.638519,11.01112,5.736084,1.671618,0.066667,2.05,0.85,0.266667,0.116667,0.05,0.033333,0.083333,1.916667,0.783333,0.433333,0.15,0.05,0.05
0.002051,0.000196,0.000779,-0.00177,0.002971,0.000555,0.000589,0.004607,0.000171,0.001403,-0.00302,-0.01058,-0.0016,-0.01778,0.319845,0.054563,0.05444,0.081818,0.119883,0.185963,0.096281,0.831339,0.04889,0.047747,0.106893,0.254036,0.337361,0.360155,155.9794,278.7374,69.91769,-46.3457,40.34843,335.0427,163.3794,180.4614,286.5937,34.02317,-35.3736,-24.0141,-210.757,-20.2569,0.319696,0.054537,0.054414,0.08178,0.119827,0.185876,0.096236,0.83095,0.048867,0.047724,0.106843,0.253917,0.337203,0.359986,0.095827,0.077827,0.040924,0.025526,0.018136,0.013071,0.003738,0.090452,0.071859,0.034509,0.025586,0.021064,0.016709,0.009837,0.734388,1.183234,0.971579,0.622539,0.553075,0.267083,0.131889,0.317071,1.247074,0.977839,0.577834,0.307437,0.173481,0.085371,0.854256,0.963296,0.868578,0.594357,0.523607,0.223926,0.126871,0.893088,1.124018,0.931442,0.510046,0.212005,0.130105,0.081339,3.633396,5.241882,4.494404,5.240414,6.484055,7.560319,6.973543,10.0607,-0.47208,-0.41026,-0.1862,-0.34542,-0.20447,-0.17964,-0.18336,0.131774,0.105929,0.053532,0.036142,0.027796,0.021214,0.010523,105.2347,3.181669,3.165634,7.155185,15.30726,36.98291,10.05661,368.6045,2.556112,2.435312,12.17153,70.19686,123.899,137.7497,0.216667,4.516667,2.05,0.833333,0.416667,0.183333,0.1,0.116667,4.666667,1.916667,0.6,0.183333,0.116667,0.066667
0.0024915,-0.000272,0.000476,0.0002475,0.0025635,0.0060635,-0.0148955,0.002805,0.0001072,0.001079,-0.001153,-0.010315,0.005504,-0.013985,0.289347,0.04092,0.042394,0.062872,0.1365785,0.123509,0.097948,0.601752,0.0397255,0.0400665,0.073441,0.2095925,0.2282575,0.2112675,122.126735,120.9746,122.609195,-13.476435,55.724455,170.1594405,80.0504,275.84815,495.68715,38.45426,10.307035,-20.22335,-100.653064,-13.189675,0.28911,0.0408895,0.042362,0.0628255,0.1364545,0.123427,0.097863,0.6013245,0.039695,0.0400345,0.073391,0.2094295,0.2281035,0.211144,0.0777665,0.060587,0.0328555,0.019948,0.020125,0.008425,0.0035285,0.07765,0.0596495,0.0300365,0.021418,0.0231425,0.0121335,0.006471,0.661239,1.10105,0.872188,0.595087,0.4942375,0.250027,0.112743,0.3958315,1.1277245,0.890136,0.575996,0.360984,0.200411,0.12511,1.339138,1.0926865,0.888824,0.5805795,0.4290565,0.221239,0.101956,1.4379515,1.1815775,0.8346795,0.5829065,0.2869995,0.179096,0.1167685,3.4739345,5.011828,4.3317055,4.8089045,6.2493305,6.9377825,6.481252,9.3504725,0.150189,0.055283,0.076244,0.040596,0.2428205,0.1259235,0.1965005,0.109961,0.085095,0.04457,0.0292965,0.0306695,0.014832,0.007534,66.132965,1.739718,1.76593,3.9680405,12.432983,19.232257,7.2584665,203.142775,1.464873,1.4257145,6.4050245,40.60399,64.817542,69.710659,0.141667,3.2833335,1.45,0.55,0.266667,0.1166665,0.0666665,0.1,3.291667,1.35,0.5166665,0.1666665,0.0833335,0.0583335
0.008747,0.000392,-0.0024,-0.00586,-0.0005,0.010913,0.0,0.004899,0.000841,0.000104,-0.00219,-0.00129,0.060566,0.0507,0.585172,0.032813,0.036575,0.080069,0.060346,0.131332,0.0,0.554199,0.025558,0.027867,0.036325,0.074049,0.204533,0.17533,66.89818,83.71622,-15.2484,-13.6545,-119.912,12.03433,0.0,113.1174,30.37564,267.2664,-16.6236,-57.5296,3.37701,3.458177,0.584517,0.032777,0.036534,0.079979,0.060279,0.131185,0.0,0.553579,0.02553,0.027836,0.036284,0.073967,0.204305,0.175134,0.063534,0.050189,0.026455,0.021567,0.008033,0.00693,0.0,0.04975,0.039485,0.019267,0.010777,0.010749,0.011386,0.004111,0.306053,1.027282,0.833411,0.571347,0.430183,0.174448,0.0,0.233753,1.079629,0.870558,0.556117,0.470511,0.198603,0.062638,1.847022,1.199164,0.887054,0.585581,0.44507,0.138113,0.0,1.821235,1.310058,0.981009,0.581602,0.41404,0.173172,0.054521,3.868853,5.581575,4.591888,4.651471,6.624695,6.710654,6.102559,8.804131,-0.78916,0.034852,0.101225,0.096045,0.127646,-0.72388,0.0,0.080695,0.063859,0.032727,0.02411,0.013419,0.013329,0.0,44.91267,0.477207,0.598726,2.8989,1.642358,7.523346,0.0,42.71034,0.292711,0.346294,0.588981,2.495254,19.81053,15.64659,0.066667,2.066667,0.816667,0.266667,0.15,0.066667,0.0,0.05,2.133333,0.75,0.333333,0.15,0.05,0.016667
0.007472,0.000638,0.000269,0.006389,-0.00653,0.04056,-0.00653,0.002467,0.000524,-0.00089,0.004301,0.01153,-0.01239,0.048847,0.515911,0.048458,0.073209,0.123145,0.199204,0.223602,0.113999,1.183403,0.057269,0.066451,0.117184,0.436591,0.347551,0.354742,69.04624,75.99749,271.6646,19.27457,-30.5187,5.512879,-17.4706,479.7182,109.3938,-74.9706,27.24771,37.86655,-28.0513,7.262258,0.515648,0.048433,0.073172,0.123082,0.199102,0.223488,0.113941,1.182799,0.05724,0.066417,0.117124,0.436369,0.347373,0.354562,0.097992,0.073943,0.045032,0.0301,0.022595,0.01314,0.004532,0.128401,0.093096,0.05242,0.043053,0.047388,0.020789,0.009316,0.531492,1.221487,0.757769,0.531208,0.456356,0.226212,0.134866,0.258652,1.153971,0.880445,0.584091,0.34845,0.235233,0.074443,2.431418,1.185271,0.56247,0.499779,0.372021,0.225177,0.133832,2.302585,1.079688,0.764245,0.530309,0.244278,0.208176,0.075678,4.255333,6.139147,5.02477,5.464981,7.249211,7.884301,6.888572,9.938109,0.648106,0.267865,0.127758,0.197906,0.425195,0.30207,0.012261,0.161522,0.118889,0.069107,0.052531,0.052499,0.024593,0.01036,261.6572,2.307168,5.258244,14.87222,39.43259,45.24133,13.07248,1424.819,3.221625,4.330617,13.48006,190.452,119.5353,132.9569,0.133333,4.533333,1.333333,0.55,0.25,0.133333,0.1,0.083333,5.333333,1.716667,0.8,0.233333,0.133333,0.05
0.00789,5.59e-05,0.001677,-4.71e-06,-6.82e-05,0.001266,-0.00943,0.001138,-0.00088,0.000503,0.000962,0.011088,-0.02177,-0.00711,0.291112,0.037412,0.045059,0.04501,0.057782,0.149729,0.116288,1.405377,0.047478,0.061983,0.084954,0.114569,0.332612,0.123615,36.89674,669.762,26.86363,-9560.56,-847.835,118.2448,-12.3262,1235.371,-53.8595,123.144,88.26726,10.33249,-15.2763,-17.3875,0.290978,0.037394,0.045038,0.044989,0.057755,0.14966,0.116234,1.404732,0.047456,0.061954,0.084915,0.114517,0.332459,0.123558,0.071005,0.056763,0.031801,0.017562,0.01128,0.01093,0.004811,0.088036,0.069753,0.039202,0.024435,0.014201,0.014746,0.004126,0.743618,1.335567,0.932665,0.617239,0.590167,0.298437,0.141091,0.138892,1.20783,0.92896,0.595336,0.492627,0.150888,0.110372,2.230176,1.354242,0.830334,0.592068,0.537482,0.252812,0.142621,1.674984,1.147829,0.857546,0.576069,0.423856,0.147098,0.107374,3.866136,5.577655,4.569223,5.517628,6.591995,7.960255,6.993933,10.09011,0.640905,-0.0149,0.042796,0.131789,0.092627,0.232628,-0.0339,0.113102,0.089931,0.050479,0.030092,0.018135,0.018355,0.006338,78.97333,1.526263,2.21465,2.209342,3.623251,24.91132,14.8728,622.8623,2.458555,4.191108,7.870149,14.37459,123.4963,16.89095,0.133333,4.983333,1.9,1.083333,0.55,0.183333,0.116667,0.066667,4.8,1.583333,0.716667,0.316667,0.116667,0.083333
0.007681,0.00034695,0.000973,0.003192145,-0.0032991,0.020913,-0.00798,0.0018025,-0.000178,-0.0001935,0.0026315,0.011309,-0.01708,0.0208685,0.4035115,0.042935,0.059134,0.0840775,0.128493,0.1866655,0.1151435,1.29439,0.0523735,0.064217,0.101069,0.27558,0.3400815,0.2391785,52.97149,372.879745,149.264115,-4770.642715,-439.17685,61.8788395,-14.8984,857.5446,27.76715,24.0867,57.757485,24.09952,-21.6638,-5.062621,0.403313,0.0429135,0.059105,0.0840355,0.1284285,0.186574,0.1150875,1.2937655,0.052348,0.0641855,0.1010195,0.275443,0.339916,0.23906,0.0844985,0.065353,0.0384165,0.023831,0.0169375,0.012035,0.0046715,0.1082185,0.0814245,0.045811,0.033744,0.0307945,0.0177675,0.006721,0.637555,1.278527,0.845217,0.5742235,0.5232615,0.2623245,0.1379785,0.198772,1.1809005,0.9047025,0.5897135,0.4205385,0.1930605,0.0924075,2.330797,1.2697565,0.696402,0.5459235,0.4547515,0.2389945,0.1382265,1.9887845,1.1137585,0.8108955,0.553189,0.334067,0.177637,0.091526,4.0607345,5.858401,4.7969965,5.4913045,6.920603,7.922278,6.9412525,10.0141095,0.6445055,0.1264825,0.085277,0.1648475,0.258911,0.267349,-0.0108195,0.137312,0.10441,0.059793,0.0413115,0.035317,0.021474,0.008349,170.315265,1.9167155,3.736447,8.540781,21.5279205,35.076325,13.97264,1023.84065,2.84009,4.2608625,10.6751045,102.413295,121.5158,74.923925,0.133333,4.758333,1.6166665,0.8166665,0.4,0.158333,0.1083335,0.075,5.0666665,1.65,0.7583335,0.275,0.125,0.0666665
